title,label
Emeklilere enflasyon nedeniyle ödenecek maaş farklarının ocak ayı içerisinde verileceği belirtildi.,0
"Fenerbahçe'nin ve futbolumuzun unutulmaz isimlerinden Lefter Küçükandonyadis, 7. ölüm yıl dönümünde anıldı.",0
Bengü'den bir haber daha geldi!,1
Kayıp olarak aradığı oğlunu otomobilinde ölü buldu,1
Bakan müjdeyi verdi! KOBİ'lere yeni destek bugün başlıyor,1
Altın fiyatları konusunda son dakika gelişmesi! Son günlerin en düşüğü... (4 Mart altın fiyatları),1
Koruma altındaki oklu kirpiyi öldüren caniler adliyeye sevk edildi,1
Hayvan hakkı savunucuları Adalar'da faytonculuğun kaldırılmasına dair verilen sözlerin tutulmasını ve yasa tasarısına bu maddenin eklenmesini istiyor.,0
Tam bir asır önce Rosa Luxemburg'un katledilmesiyle sonuçlanan Spartakist Ayaklanma hangi koşullar altında gerçekleşti ve neden başarısız oldu?,0
"Depo ve liman işçileri: CHP’li seçmende sıkılmışlık, MHP'li neden ittifak yapıldığının farkında, HDP'li kaygılı, AKP'li 'daha iyisi olmadığı' fikrinde",0
ABD ile Çin arasında karşılıklı gümrük vergilerinin konulması ardından görüşmelerden henüz sonuç alınamamışken Almanya da 'önlem' çağrısı yaptı.,0
"Eskişehir Şehir Tiyatrolarının başarılı oyuncusu Hakkı Kuş ile tiyatro yolculuğu, oyunları, tiyatronun bugünü ve geleceği üzerine konuştuk.",0
"KAMER ile yolları kesiştikten sonra haklarını öğrenen, öz güven kazanan, umut eden Suriyeli kadınların hikayesi 'Biz de Varız' kitabıyla hayat buluyor",0
"Alper Kaya: Türk polisiyesi, ‘Katil kim?’ hikayeleri ile günümüz politik tavrını geleceğe taşıma trenini çoktan kaçırmışa benziyor.",0
Çeşitli eserlerin kamu malı haline gelmesi Sabahattin Ali vesilesiyle gündemimize girse de 1 Ocak ABD’de telif açısından başka bir anlam ifade ediyor.,0
"Görünen tablo, Palu ailesinin varlığının hiç de arızi olmadığına işaret ediyor. Üstelik bu durum yinelenebilirliğinin de garantisi.",0
"Akif Akalın: Çalışma saatlerinin kısaltılması talebi, artı değer sömürüsüne dayanan sermaye düzenine karşı mücadelede önemli bir yer tutar.",0
"Boş evden gelen kedi sesi, define kuyusunu ortaya çıkardı",1
Bu iş için memurluğu bıraktı! Para basıyor...,1
"Pompeo ile telefonda görüşen Dışişleri Bakanı Çavuşoğlu, ""Biz kimseden icazet almıyoruz. Yeri ve zamanını her zaman biz belirleriz"" dedi.",0
İki yılı aşkın bir süredir ailesi ve avukatları ile görüşemeyen Abdullah Öcalan kardeşi Mehmet Öcalan ile görüştü.,0
"Samsun Eğitim ve Araştırma Hastanesi Acil Servisi'nde, bir hasta yakını Acil Tıp Asistanı Dr. Hüseyin Tufan Yanık'ı darbetti.",0
"Türkiye İşçi Partisi Genel Başkanı Erkan Baş, hükümetin kayyım politikalarına karşı bölge illerinde HDP’yi destekleyeceklerini söyledi.",0
CHP adayı Ekrem İmamoğlu yine baltayı taşa vurdu!,1
Önce sevgilisini sonra kendini vurdu,1
Otomobil devinden radikal karar! Volvo'nun hız sınırı kararı çok konuşulacak,1
Son dakika: Müge Anlı'ya da çıkmışlardı... Tüyler ürperten itiraf geldi!,1
"Esma, son anda ölümden kurtuldu",1
Jandarma'dan uyuşturucu operasyonu,1
Bursa'da 2 katlı binada yangın,1
Maduro'dan büyük rest... 48 saat süre verdi,1
Cüneyt Çakır'ın acı kaybı,1
Talihsiz adamın şapkasının ön camda kaldığını görenler kahroldu!,1
"Boğa, çevre yolunda trafiği durdurdu",1
Kıskançlık krizine girip karısını ve kızını bıçakladı,1
"TOKİ başvuru şartları neler? TOKİ Başkanı resmen açıkladı... (Alt, orta ve üst gelir başvuru için son gün ne zaman)",1
Tartıştığı eşi tarafından bıçaklanan kadın ağır yaralandı,1
Fenerbahçe en çok zorlandığı deplasmanda,1
Kağıthane'de tekstil atölyesinde yangın,1
Yapraklarını atıyoruz ama...,1
Hamaney'in danışmanından Suudi Arabistan'a suçlama,1
Şampiyonluk karşılaması!,1
Hem güldürüyor hem terapi yapıyor,1
Son dakika haberi: Dünyaca ünlü model otel odasında ölü bulundu,1
"TOKİ başvuru şartları neler? TOKİ Başkanı resmen açıkladı! Alt, orta ve üst gelir başvuru için son gün ne zaman?",1
Arda Turan’ın şansı tutmuyor,1
Eurovision'un İsrail'de yapılacak olması İsveç'te protesto edildi,1
Annesinin otomobilde bıraktığı çocuğu polis kurtardı,1
"Öldürülen çiftçi, katilini ve olay anını kaydetmiş",1
Milli Piyango sonuçları saat kaçta çekilecek? Milli Piyango çekiliş sonuçları sıralı tam liste MPİ 9 Mart,1
A101 çalışma saatleri 2019 - A101 saat kaçta açılıyor kaçta kapanıyor?,1
Başkan Erdoğan'dan Mersin'de sert sözler: Hala aynı bataklıkta çırpınıyorlar!,1
"Kamyon ile yolcu otobüsü çarpıştı: 1 ölü, 2 yaralı",1
"Arıları kovmak için 700 yıllık ağaçları yakıp, kestiler",1
Feghouli’ye Diagne uyarısı,1
İsveç’in başkentinde patlama,1
THY’nin New York uçağında türbülans,1
İdo Tatlıses'ten sevgilisi Yasemin Şefkatli'ye yasak geldi,1
Protesto gösterileri okulları tatil ettirdi,1
Şenol Güneş istifadan böyle döndü,1
İngiliz parlamentosu reddetti,1
Son Dakika:İsrail polisinden utanç verici baskın!,1
Fahrettin Altun'dan Netanyahu'ya sert tepki!,1
Cesedi 8 parçaya ayrılmıştı! Kan donduran cinayette flaş gelişme,1
MPİ ile Şans Topu çekiliş sonuçları açıklandı! 13 Mart Milli Piyango Şans Topu çekiliş sonuçları sorgulama,1
İran’da boru hattında patlama,1
Oğlu da Beşiktaş’a!,1
Son dakika hava durumu haberi: Meteoroloji'den kar yağışı raporu! Bugün hava nasıl olacak? 15 Mart Cuma,1
Yeni Zelanda'daki saldırı akıllara FETÖ elebaşının skandal sözlerini getirdi,1
Başkan Erdoğan'dan Gaziantep'de önemli açıklamalar,1
Son dakika: Bir anda alev topuna döndü! Hortumla söndürdüler...,1
"Afganistan'ın başkenti Kabil'de bomba yüklü araçla saldırı düzenlendi. Saldırıda 4 kişi hayatını kaybetti, 90 kişi yaralandı",0
Erken yaşta evlilikler nedeniyle ceza alanlar için af yasası hazırlığı yapılıyor. 'Mücadele edin. Bu yasanın çıkmaması adına ne gerekiyorsa yapın.',0
Rusya Devlet Başkanı Vladimir Putin ve Japonya Başbakanı Şinzo Abe'nin 22 Ocak'ta Moskova'da görüşme yapacağı duyuruldu.,0
"İzmir Torbalı’da fabrikada kazan patladı. 2 işçi hayatını kaybetti, 2 işçi yaralı.",0
Muğla Datça'da bir lisenin kazan dairesinde bulunan yakıt tankından fuel oil sızdı. Yakıtın denize yayılmasının ardından okullar tatil edildi.,0
"68 gündür sürdürdüğü açlık grevi eylemine devam edeceğini belirten Leyla Güven: Kimse bizden bu görüşme ile eylemi, grevi sonlandırmamızı beklemesin",0
"Arjantin Sağlık Sekreteri Adolfo Rubinstein, ülke genelinde tehdit oluşturan Hantavirüs salgınına ilişkin açıklamalarda bulundu.",0
"Motorinin litre fiyatına gece yarısından itibaren geçerli olmak üzere ortalama 20, benzinin litre fiyatına ise 16 kuruş zam geldi.",0
"Tunus Genel İşçi Sendikaları Genel Sekreteri Nureddin Tabbubi: Hükümet, IMF'nin yanında konumlanarak bize greve gitmekten başka seçenek bırakmadı.",0
"Tunus Genel İşçi Sendikaları Nureddin Tabbubi: Hükümet, IMF'nin yanında konumlanarak, bize ikinci defa greve gitmekten başka çare bırakmadı",0
"Demokrasi İçin Birlik (DİB) koordinasyonu, CHP heyetiyle yerel seçimlerin konuşulduğu bir görüşme gerçekleştirdi.",0
'Siyahlarla beyazlar arasında zeka farkı var' diyen Nobel ödüllü James Watson'ın tüm onursal unvanları geri alındı.,0
Almanya Mannheim'da Türkiye cezaevlerinde yatan siyasi tutuklularla dayanışmak için fotoğraf sergisi açıldı.,0
"KESK Manisa Şubeler Platformu, lösemi hastası Öykü Arin ve tüm lösemili çocuklar için 'kök hücre bağışı' kampanyası düzenledi.",0
"Manisa’da Evrensel okurları, gazete ile dayanışma kahvaltısı düzenledi.",0
"HDP İzmir Milletvekili Serpil Kemalbay Pekgözegü, akciğer hastalarının üç haftada bir almak zorunda oldukları ilacı SGK’nin neden ödenmediğini sordu.",0
"Native Reklam şirketi Ligatus, 2013 yılından beri yer aldığı Türkiye pazarındaki faaliyetlerini durdurma kararı aldı.",0
Dersim merkezli 9 ilde 'FETÖ' operasyonu kapsamında 10 muvazzaf asker gözaltına alındı.,0
Umut Vakfı “Türkiye Silahlı Şiddet Haritası” 2018 Raporu’na göre sonu yaralama ve öldürmeye varan silahlı şiddette son 4 yılda yüzde 69 artış yaşandı.,0
"HDK, 9. Olağan Genel Kurulunun sonuç bildirgesini açıkladı. Bildirgede seçim için demokrasi güçlerinin birleşmesi çağrısı yapıldı.",0
68 gündür açlık grevinde olan Leyla Güven'e destek amacıyla Sebahat Tuncel ile Selma Irmak süresiz-dönüşümsüz açlık grevine başlayacak. ,0
"HDP Eş Genel Başkanı Sezai Temelli, Abdullah Öcalan’ın kardeşi ile yaptığı 15 dakikalık görüşmenin tecridin sonlanması anlamına gelmediğini söyledi.",0
Ege Üniversitesi’nde 2013’te yaşanan arbede nedeniyle 44 öğrenciye 5 yıl sonra dava açıldı. Öğrenciler davaya tepki gösterdi.,0
“Büyük Dönüş Yürüyüşü” eylemlerine dönük İsrail askerlerinin saldırısı sırasında yaralanan bir Filistinli çocuk yaşamını yitirdi.,0
"CHP Mersin Milletvekili Ali Mahir Başarır, Mersin’in Tarsus ilçesinde sürdürülen gizemli kazı çalışmasını TBMM gündemine taşıdı.",0
Frankfurt emniyetinde görevli polisler tarafından kendisine 'NSU 2.0' imzasıyla tehdit mektubu gönderilen Avukat Yıldız ikinci kez tehdit edildi.,0
Alsancak Elektrik Fabrikası için Başbakanlık Özelleştirme İdaresi yeniden satış istedi.,0
"‘Krizi biz yaratmadık, bedelini de biz ödemeyeceğiz’ diyen Manisalı işçiler Krize Karşı Emeğin Buluşması panelinde bir araya geldi.",0
İzmir’de yaklaşık bir yıldır fiili olarak faaliyet yürüten Bornova Kadın Dayanışma Derneği resmi olarak açılışını gerçekleştirdi.,0
Malatya’da mağaza sahipleri ve çalışanlarıyla paralı poşet uygulamasını konuştuk.,0
Lice’de bir minibüsün taranmasına yönelik yürütülen soruşturmada Lice Savcılığı ve Diyarbakır Savcılığı farklı gerekçelerden takipsizlik kararı verdi.,0
"HDP, seçmen kayıtlarını taşımaya dair açıklama yayımladı: Taşımalar siyasi, iptal edilmeli.",0
"Ünye İlçe Tarım Müdürlüğünde çalışan Mehtap Toptaş ve ailesi, eskiden birlikte çalıştığı Çaybaşı İlçe Tarım Müdürü Sarıkoca’nın saldırısına uğradı.",0
2018 yılında Türkiye otomotiv pazarı bir önceki yıla göre yüzde 35 daraldı. Otomobil pazarındaki daralma ise yüzde 33 oldu.,0
Emek Partisi üyeleri direnişteki Sibaş işçilerini ziyaret etti.,0
ABD Başkanı Donald Trump’ın Türkiye’ye ilişkin sosyal medya paylaşımı nedeniyle dolar haftaya hızlı yükselişle başladı.,0
CHP Genel Başkan Yardımcısı Veli Ağbaba Tank Palet fabrikasının özelleştirilmesi ile ilgili Cumhurbaşkanı Erdoğan’a 10 soru sordu.,0
"Tehlikeye rağmen ‘Ankapark’ta, seçim öncesi açılış’ iddiaları konuşuluyor.",0
TEM otoyolunda şüpheli paket alarmı,1
"Yönetimi ele aldı, hizmet kalitesini artırdı doluluklar yükseldi",1
"HDP Grup Başkanvekili Ayhan Bilgen, Suriye'de yaşanan sürecin geldiği noktanın telafisi imkansız ve geri dönüşü olmayacak riskleri içerdiğini söyledi.",0
"""Orman morman kesiyor, atıyor"" diyerek çevreye zarar veren şirketleri eleştiren Erdoğan, çevreye zarar verdiği mahkemece kesinleşen fabrikayı açtı.",0
"TMMOB İzmir İl Koordinasyon Kurulu, kent suçlarına karşı duracak, halkçı ve katılımcı bir yerel yönetim istediklerini dile getirdi.",0
"Zimbabve'de işçiler, maaşlarının iyileştirilmesi talebiyle greve gitti. Zimbabve Sendikalar Kongresi Başkanı Mutasa: Hükümet ekonomiyi düzeltmeli",0
"Balıkesir Demokrasi Platformu, temel tüketim ürünlerine yapılan fahiş zamları protesto ederek emekçilerin ücretlerine zam yapılmasını talep etti.",0
"8. sınıf öğrencisi, öğretmeni tarafından istismar edildi. İdare, öğretmenin tarafında oldu, baba işten atıldı, annenin kanser tedavisi risk altında!",0
Gözaltına alınan Palu ailesinden 4 kişi ve Emine Ustael ile eşi Tuncer Ustael tutuklanmıştı. Cinsel istismar iddiası araştırılıyor.,0
İngiltereli avukatlar “Tehlikedeki Avukatlar Günü”nde Erdoğan yönetimini protesto edecek.,0
"Mahmut Özer, liselere sınavsız yerleştirmede kayıt bölgelerinin geçen yıl karşılaşılan sorunları çözecek şekilde güncellendiğini söyledi.",0
"Cumhurbaşkanı Tayyip Erdoğan, 2019 yerel seçimlerinde AKP'den belediye başkan adayı olacak 76 ismi açıkladı.",0
"Sağlık Bakanlığı tarafından yapılan açıklamada, grip olan hasta sayılarında artış görüldüğü ve bu artışın devam edebileceği belirtildi.",0
"17-25 Aralık eylemlerine katıldıkları için haklarında dava açılan yurttaşlar hakim karşısına çıktı, duruşma 4 Nisan'a ertelendi.",0
Sosyete ona abone,1
"Muğla Yatağan'da Kanuni Sultan Süleyman'ın yaptırdığı mescide traverten taşlar döşendi, demir doğrama takıldı.",0
"İzmir’in Karabağlar ilçesi için hazırlanan plan hayata geçerse 2-3 katlı binaların yerini 15-20 katlı binalar alacak, nüfus 3 katına çıkacak.",0
"Emeklilikte yaşa takılanların gözleri, yasalaşırsa mağduriyetlerini giderecek teklifin görüşüleceği Meclis'te.",0
"Van, Bitlis, Hakkari ve Muş'ta etkili olan kar yağışı nedeniyle 501 yerleşim yerinin yolu ulaşıma kapandı.",0
"Polonya'da Gdansk kentinin belediye başkanı Pawel Adamowicz, katıldığı bir yardım etkinliğinde bıçaklı saldırıya uğradı. Adamowicz hayatını kaybetti.",0
"Kilis'te ve Karaman'da 6 ay süreyle çalıştırılacak işe başvuru için gelenler, İŞKUR İl Müdürlüğü önünde kuyruk oluşturdu.",0
"Samsun Makro-Taze Marketin kapanması ile hakları verilmeden kapı önüne konulan işçiler, şehir merkezinde eylem gerçekleştirdi.",0
"TÜİK verilerine göre sanayi üretim endeksi kasım 2018'de bir önceki yılın aynı dönemine göre yüzde 6,5 daraldı.",0
Cem Yılmaz’a tekelleşen sinema salonlarına alternatif olarak amfilerde film gösterimi yapma teklifinde bulunan ODTÜ Sinema Topluluğu açlıklama yaptı.,0
"İran'ın Kerec kentinde düşen orduya ait kargo uçağında 13'ü asker 15 mürettebat hayatını kaybetti, pilot sağ olarak kurtuldu.",0
Sakarya’nın Arifiye ilçesinin Kemaliye Mahallesi'nde doğal gaz hattında patlama meydana geldi.,0
"Almanya'dan geldiği İstanbul Atatürk Havalimanı'nda gözaltına alınan Ferhat Tunç, adliyeye sevk edildi, ifadesinin ardından serbest bırakıldı.",0
ABD Başkanı Donald Trump sosyal medyadan Türkiye'ye sert mesaj verdi. Mesaja Ankara'dan da tepki gösterildi.,0
"Ağır yanıklar alan kadının, çocuklarının açlığına dayanamayarak intihar etmek istediği öğrenildi.",0
Uygulama başta Almanya olmak üzere pek çok Avrupa ülkesine plastik poşet tüketimini azalttı. Ancak çevre ve iklim sorunları devam ediyor.,0
"Çankaya Belediyesinde çalışan bir işçi: Belediyemizde şirket çalışanları, kadrolu işçiler ve memurlar bu keyfi uygulamalara maruz kalıyor.",0
"Direnişteki Eksen Makina işçileri: 'Borçlarımız katlandı, ev kiramızı ödeyemiyoruz. Artık bıçak kemiğe dayandı.'",0
İnşaat işçileri gönderdikleri mektuplarla çalışma koşullarını anlattı.,0
Urtim'den bir metal işçisi yazdı: Yaşadığımız sorunlara sendika kayıtsız kalıyor.,0
İstanbul'dan bir metal işçisi yazdı: Yeni yılda yapılan zamlar önümüzdeki aylarda daha çok sıkıntıyla karşı karşıya kalacağımızı gösteriyor.,0
"Memur - Sen üyesi iki idareci arasında tartışma yaşandı, okul müdürü kişisel hesapları için 'topuklu ayakkabı caiz mi' tartışması başlattı.",0
"Bireysel silahlanmayla yaralamalar ve ölümler artıp, görünür hale gelirken, MKE'nin fişek fiyatlarında indirim yapması ne demek, neye yol açacak?",0
Antep'te AKP'li seçmenin yoğun oldu bölgelerde yerel seçimleri konuştuk.,0
"Suriye'de Türkiye'nin pozisyonu, İdlib'deki son durum, Sudan'da süren protestolar Arap basının geçen haftaki gündeminde öne çıkan konular oldu.",0
"Kor Kitap, Sabahattin Ali’nin eserleri üzerindeki telif süresinin kalkmasıyla birlikte Sabahattin Ali’nin kitaplarını yayımlamaya başladı.",0
Özgür Özel: Halen mülga bir genel müdürlük adına yazışmalar yapılıyor olması bu rejimin yürütülemediğini gözler önün seriyor.,0
Avukat Melike Özdemir yazdı: 5199 Sayılı Hayvanları Koruma Kanunu’nun 6. maddesi kesinlikle değiştirilmemeli.,0
"AKP’li Fatma Betül Sayan Kaya, Kılıçdaroğlu’yu eleştirirken, “yalan söylemekten yüzleri asla kızarmıyor” dedi.",0
"Sudanlı Meslekler Topluluğu, Kuzey Hartum, El-Fao, El-Faşir ve Amri kentlerinde eylemlere katılım çağrısı yaptı.",0
ABD raporuna tokat gibi cevap,1
"Körfez ülkelerine geçen ABD Dışişleri Bakanı, müttefiklere ABD güvencesi vermek ve Arap NATO’su girişimini ilerletmek istiyor.",0
Kütahya Simav'da özel sunta fabrikasının kontrplak bölümündeki yağ kazanının patlamasıyla yangın çıktı. 2 işçi dumandan etkilendi.,0
Meteoroloji'den son dakika hava durum uyarısı: O bölgelerde etkili olacak! Bugün hava nasıl olacak?,1
Engelliye erken emeklilik,1
İran'dan İİT'ye olağanüstü toplantı çağrısı,1
Mansur’un kirli ittifak paniği,1
Uzun yaşamanın sırrı bu besinde saklı,1
Cennet hurması faydaları nelerdir?,1
"Meteoroloji'den son dakika hava durumu ve kar yağışı uyarısı! Birçok ilde kar, sis ve yağmur görülecek...",1
"Başvuru tarihi belli oldu, THY pilot arıyor",1
Aşk acısı nasıl geçer? Aşk acısının çözümü nedir?,1
Bu besin diş eti hastalıklarına doğal çözüm! Çam kozalağı suyunun bilinmeyen faydaları şaşırtıyor!,1
Pippali besininin faydaları,1
Son Dakika: Malatya'da deprem meydana geldi! Depremin şiddeti...,1
Down Sendromu nedir? Down Sendromu günü ne zaman?,1
Ah Burak Yılmaz vah Dever Orgill!,1
Dövizle ilgili yeni hamle,1
"Küresel ısınma, ölen dağcıları ortaya çıkardı",1
Rusya’nın Atina Büyükelçiliğine saldırı,1
Güney Kore bu skandalı konuşuyor! Otellerde gizli kamera rezaleti,1
İzmir Cuma namazı saat kaçta kılınacak? 22 Mart 2019 Diyanet ile İzmir Cuma namaz vakti!,1
İkinci el araç alanlar dikkat! Resmen açıklandı,1
Akciğer kanseri nasıl oluşur? Akciğer kanseri belirtileri nelerdir?,1
A101 aktüel ürünler kataloğu yayınlandı! 21 Şubat A101 aktüel ürünler listesinde neler var?,1
Erman Toroğlu: Bir yerden emir mi alıyorsun,1
Müze sokağındaki kazadan sonra belediyeden yasak!,1
Fatih’te döviz bürosunu soyma teşebbüsü,1
İspanya Süper Kupası yurt dışında oynanacak,1
Meteoroloji’den son dakika hava durumu ve kar yağışı uyarısı geldi! İstanbul’a kar geliyor…,1
Altın fiyatlarında son dakika haberi! Altın fiyatları bugün ne kadar? Çeyrek altın ve gram altın...,1
Son dakika... Türkiye'yi dehşete düşüren Palu ailesinin korkunç ifadeleri ortaya çıktı,1
İsrail güçleri 17 Filistinliyi gözaltına aldı,1
"The Cranberries, solisti Dolores O’Riordan’ın ölüm yıl dönümünde, yeni albümden Dolores'in vokal kaydının olduğu 'All Over Now' şarkısını yayınladı.",0
"YSK, YSK üyelerinin görev süresinin uzatılmasına yapılan itirazı reddetti.",0
Mardin'in Dargeçit CHP İlçe Yönetim Kurulu ile Kadın ve Gençlik Kolları başkanları istifa etti.,0
"Cumhurbaşkanlığı Sözcüsü Kalın, Erdoğan'ın ABD'nin Suriye'den çekilişi ve ikili konuları görüşmek üzere 23 Ocak'ta Moskova'ya gideceğini açıkladı.",0
"HDP Milletvekili Hüseyin Kaçmaz, Şırnak'ta bir ahıra 9 seçmen kaydedildiğini iddia etti.",0
Bulgaristan'da grip vakaları nedeniyle ülke genelinde 137 okul ve anaokulunda eğitime 2 gün ara verildi.,0
"TMMOB Kimya Mühendisleri Odası İstanbul Şubesi, ücretli poşet uygulamasının sorunları çözmekten uzak olduğunu vurguladı.",0
Nairobi’de bir otele bombalı saldırı düzenlendi. 6 kişinin yaşamını yitirdiği saldırıyı Eş-Şebab'ın üstlendi.,0
"Samsun'da evli olduğu kadına fiziksel şiddet uygulayıp ağır yaralayan erkek, çıkarıldığı mahkemede tutuklandı.",0
Kocaeli Bölge Tiyatrosu tarafından 9’uncusu düzenlenen ‘Çocuk Oyuncular Sahnesiz Oyunlar Buluşması’ sona erdi.,0
Ziraat Bankasının kredi kartı borcunu için getirdiği yapılandırma imkânı yeni iletilen yönerge ile gelecekteki taksitleri kapsar hale getirildi.,0
Kadıköy Anadolu Lisesi’nde öğrencilerin pansiyon odalarındaki görüntüleri izinsiz çekildi. Okul müdürü tarafından ailelere gönderildi.,0
A vitaminin temel yapı taşı...,1
Yolcu motoru karaya oturdu; yolcular tahliye edildi,1
Ortak cinneti,1
Büyükçekmece’de doğalgaz patlaması,1
Bayern'e karşı oynadığı sırada Mane'nin evine hırsız girdi,1
"Yeni Malatyaspor, Rize'ye 7 eksikle gitti",1
"Eşinin öldürdüğü Hanife, hastaneye götürülürken kızını istemiş",1
İşverene 3 aylık büyük destek,1
Migren cerrahisi sınıfı geçemedi,1
Berkay: ‘Derdim hırsızlarla’,1
TAP’ın da hızlı bitmesini ümit ediyoruz,1
Son dakika haber: Bakan Selçuk'tan flaş Emeklilikte Yaşa Takılanlar (EYT) açıklaması! EYT son haber,1
MEB'den özel okul tabelalarına düzenleme,1
Maduro duyurdu: Kapatıyoruz,1
Akhisar'da biri kadın 2 kişi otomobil içerisinde silahla vurulmuş halde bulundu,1
“Beş şampiyonluğun ikisini bizden çaldınız”,1
İstanbul’dan Sinatra’ya selam,1
Dirrell’ı emekli edeceğim,1
Türk gemisi İtalya'da karaya oturdu,1
"YÖK'teki ""Üniversitelerde Huzur ve Güveni Artırma Komisyonu""nda, üniversite yerleşkelerin girişlerindeki güvenlik tedbirlerini artırma kararı alındı.",0
BAE: Kürtlerin rol ve konumunu sadece siyasi çerçevede ve Suriye’nin toprak bütünlüğünü koruyacak şekilde ele almak Arapların çıkarına.,0
"Erzurum- Bingöl karayoluna çığ düşmesi sonucu çok sayıda araç yolda mahsur kaldı. Ekipler, araçların geçişine izin vermiyor.",0
Diyarbakır’da 4’ü kardeş 5 kişi bir kafede Kürtçe müzik dinledikleri gerekçesiyle polisler tarafından işkenceye uğradıklarını iddia etti.,0
İzmir Eczacı Odası Başkanı Tuncay Sayılkan ‘tasarruf’ politikaları nedeniyle yaşamsal öneme sahip pek çok ilacın piyasada bulunmadığını ifade etti.,0
Aliağa’da yüzde 4 ücret artışıyla kadroya geçirilen işçilerin ücretlerinin yükseltilmesi talebiyle toplanan imzalar bakanlığa gönderdi.,0
Don Kişot Bisiklet Kolektifi tarafından yapılan Bisiklet Çalıştayı sona erdi. Farklı konu başlıklarının yer aldığı çalıştaya katılım yüksek oldu.,0
Makro Market'in konkordato ilanının ardından tazminatlarını alamayan işçilerin davası Ankara'da görüldü. Mahkeme duruşmayı 5 Mart'a erteledi.,0
HDP Milletvekili Meral Danış Beştaş: Çocukların mı faillerin mi yanında olacaksınız?,0
İzmir’de Işıkkent Ayakkabıcılar Sitesindeki saya atölyelerinde çalışan binlerce işçi işsiz kaldı. Hâlâ çalışanlar ise işsiz kalmakla karşı karşıya.,0
Rize Kalkandere Cezaevine sevk edilen 3 tutuklunun çıplak arama dayatmasını kabul etmediği için darbedildiği iddialarını aileler doğruladı.,0
"CHP Genel Başkan Yardımcısı Aykut Erdoğdu, TÜİK’in açıkladığı işsizlik rakamlarını değerlendirdi, AKP'nin işsizlikle baş edemediğini söyledi.",0
"Kıbrıs, Yunanistan, Mısır, İsrail, İtalya, Ürdün ve Filistin; Doğu Akdeniz Gaz Forumunun Kahire’de kurulacağını açıkladı.",0
"KESK üyesi kamu emekçileri, kriz nedeniyle işçi ve emekçilerin yaşadığı yoksullaşmaya karşı ek zam talebiyle pek çok ilde eylemler düzenledi.",0
"Berkin Elvan’ın cenazesine katıldığı için, 1 yıldır tutuklu bulunan Berkay Ustabaş için tahliye kararı verildi.",0
"Adıyaman'da Şehit Mehmet Yerlikaya İmam Hatip Lisesi girişindeki çatı, kar yağışına dayanamayarak çöktü.",0
Kocaeli'nin Körfez ilçesinde bulunan Dubai Port limanında işten atmalar devam ediyor.,0
"Google çalışanları taciz ve suistimal şikayetlerinde tahkime gidilmesini zorunlu kılan kuralı ""zorunlu tahkime son"" etiketiyle protesto ediyor.",0
Merkez Bankasında taşeron olarak çalışan 80-90 civarında işçinin işten atılacağı iddia edildi. Geçen ay garson olarak çalışan 20 işçi işten atılmıştı.,0
Ankara'da CHP Genel Başkanı Kemal Kılıçdaroğlu'nun katılımıyla Aday Tanıtım Toplantısı yapılıyor.,0
"Bursa- İstanbul arasında yolcu taşımacılığı yapan BUDO, olumsuz hava koşulları nedeniyle bazı deniz otobüsü seferlerini iptal etti.",0
"Antalya'da, kimliği henüz belirlenemeyen kişi ya da kişiler kedinin gözlerine yakılmış naylon damlattı. Kedi tedavide.",0
"Esenyurt'ta iş cinayetinde hayatını kaybeden Eren Eroğlu’nun davasında mahkeme, sanıklara verilen cezaları ""iyi hal indirimi"" uygulayarak indirdi.",0
"Cumhurbaşkanı ve AKP Genel Başkanı Tayyip Erdoğan partisinin grup toplantısında konuştu, Trump'la anlayış birliğine vardıklarını söyledi.",0
Halkın Hukuk Bürosu ve Çağdaş Hukukçular Derneğinden avukatlara destek için Adalet Nöbeti tutan Av. Didem Baydar Ünsal ile iki kişi gözaltına alındı.,0
"Mersin'de 5 yaşındaki Suriyeli Muhammed'in bıçaklanarak öldürülmesiyle ilgili davanın duruşması, tanıklardan birinin dinlenmesi için ertelendi.",0
"HDP Eş Genel Başkanı Sezai Temelli, partisinin grup toplantısında konuştu.",0
Güvenlik personelleri ve yer hizmetleri çalışanları ücret artışı talebiyle greve gitti. Grevin olduğu havalimanlarında uçuşlar iptal edildi.,0
"İstanbul'un İçerenköy Mahallesi'nde daha önce demokrasi güçlerinin ortak adayı olan Sırma Doğru, yerel seçimlerde muhtar adayı olacağını açıkladı.",0
"Gazeteci Metin Bekiroğlu, kapalı olduğu belirlenen bir hat ile paylaşımda bulunduğu gerekçesiyle 55 gün cezaevinde kaldı, işini kaybetti.",0
"Bakan Albayrak: YEP'te 2018 sonu bütçe açığını 72, 1 milyar lira öngörmüştük. Bütçe açığı hedefle uyumlu olarak 72, 6 milyar lira oldu.",0
Aralarında IŞİD'in Konya emiri olduğu öne sürülen 3 kişi gözaltına alındı.,0
"Akit gazetesinin bir süredir hedef gösterdiği ilahiyatçı, yazar Cemil Kılıç görevden uzaklaştırıldı.",0
"SGK, emekli Mustafa Demirci'nin maaşını prim günü eksik diyerek kesti. Kamu Denetçiliği Kurumu devreye girince Demirci'nin maaşı yeniden bağlandı.",0
"Suriyeli kadını öldürüp, evi ateşe veren kadının erkek kardeşi A.K. tutuklandı, kardeşinin arkadaşı M.D. adli kontrol şartıyla serbest bırakıldı.",0
